"","2e070561ea8eb266cdb818df4837b234","3e2b681ffae0ed2c911d10f5f716b116","c79571f3987b7d0a02e80a0418cdce2d","06aee5e3c065195c96c0de9465f5052f","28846dfd572c11045b653ec2be287fd6","169489f5b0e35f43b973323cb38640d3","5293347307ba2273128ff49ef667c2e2","b80a21aea5f044c6d6ec228e90462724","31d7fc796fb54e2e2a55100f6aa965db","063f3e9209364b3e9f1631e9d1f5bc07","02b635ee4494e4d6d8c5a2e777790528","ca678c5eebd8cd6d2b9fd79b2b7b482d","f842025ead49bc149ae74134c714ba81","aa77c594b7d0cfa43d014f6dbdcfba08","6a0de93f13432aad8fedeebd7dbb6f8b","d43ccb6a8cecd300a6155e0cc00759da","f0be022fb4a534c825036c055e1d2918","8ac23e46b3bc640932b9da4b6bbaac7d","a76587d17ddcd2c38f4d2ebc59d94d97","e97896d9224d3b17bfff51bd80155dbe","967ed838965959e0a244e9be64d44344","684d5fbaa7947f241ffbea26d575032a","108ef8bafa0d865104d187205911c216","0e3667b0768c3794c8cec0839fdf7a30","bdc63ca5361cf55830e3850bd89815e1","ce4781d01654d0105b82fc5b808f0872","b9440453a1aab38262b8122866e953d8","12d1a58b118e5f82dad066f2fb1fcb35","2b61189ad33aa825080791152e978e1a","26ff0f4f70e92f14c7d20c9cdbb6e0ef","ee27c546bcb886bb6a5db8baab68a0b0","a2c518e020bbc8d47269b1c966450330","2394a32611cd45b2bf20d8c4d58edd59","bdc54ec0731a445a7aa71b882c3b1f16","02efeaf502eb1c9086fc898393199d37","320eff9539748e26e4c8e6b21dce6017","68c572fb9f67cb5219199ba505777d32","d0c97b88ec2308ca2b6b211c505796a5","6e9d2e50b259c8c0db96f00d696666df","7e5e247a2aae3a5a65d2a9fb1d4d402a","44e7108b2bc72f3fcf45615e8d374f7b","48604aed7a32d0dc1c918d621dd693ad","1b5484df9e03fc1d9e1412d8eccef25a","1781f50fbe64909dc5a3d0cf9ea0586c","fd5d69131b95d7e623d7cd64bff82425","8694543aa0cd99f2ab1d8c5e3b0ca23c","45bfbb39593a43fdc7391ab9f675bcf3","4fe27c10c38f825c0905341cc4a6d9ce","3567e5a64486c96424441a2684fb9e10","1f7f497d7ceb8885e0b8a088510c7fa2","b9fb1e8677428af05aa64f6f3b9ed980","223522aae682578b0dcb9d6d99a95679","dbb5ae671529f5ced0359caf945a775c","3f1269434afa9dab4be724760db82e08","81f53f73e445a4768f441bc4b91d6a49","c708d313b7532173eb569a8ddf61ea38","5ff02a958c9ab5f547df454408adfe6c","2cf84912590c72b79ce5b3c54bd63c2c","5410215af645a2a558adf0f36164d32d","158e2dc90c82adbac6b7c806b506d16c","9119f2bd67b9d6bc167c141e5b29b9ac","8013c556db1cdcaf5fbaf870f916655c","a32d8e2a72363c636e758682643da778","2cc4db072a0588f77ed3c65fc6ce673c","8eb4026d1a9f982d80838fbfeb9b96db","f526d9debaf848560d6b81698a406cfd","4d828e91df5db131843184bf1041a115","9939b115210f25688db2cadfd1a7e4be","d3e075636936d4456e2cf4ceabc3ac05","bfe339363dfb7aeb0dbf928bc59f3914","7928a20c4bdd27e688516b7b857b1eb5","32ae960323ec2e20df4c1b4a9febcaa4","59b6c1921754b7a4ca9b532db2791d45","0636becebc29634eaa49e062ee0e7955","056d13e41e7768f4fea37f020f31223a","8abd63757c69cd216e15efbde8ee27ce","5209bf6f6396b6d6f8819f7c76a25e4d","200844a495b5fd43dd3d43b0f04d6776","a6a60ae8b26f2910269437265679da88","41697c24be2dcd1cff1410ce05ef35c3","325d765229bdb44eb3fb71c9b36f4b6f","7a319d4f05f2d57986e9742c389d2394","27de9fcae0008fad3eac16305f489ce8","fa57fe47154edf3f21ad07b730003c4b","7df9f3771bcb8b6da7ba7b1d0de6f602","755b067a58fadc0bf2f437420a5ca3e8"
"BF.40.2",1.05974890065157,0.829784353279874,1.19340219176533,1.08142794863489,1.54387679037543,1.0905873455179,0.751287230515185,1.13900943822071,1.96307049332243,-2.70012892798342,-2.5055598018934,-1.89325558805372,-2.49571700137601,-2.57798831579584,-2.3223504082715,0.894535279710404,-2.17333690843456,-2.08967645050277,-2.15874074488313,-2.30837445923594,0.792415967924188,-1.99305471420003,4.07592016564876,1.089624377075,3.57211717643516,0.222934173190524,4.05898358568281,-1.89739824995037,3.96568347542211,-1.83023441869848,-1.43242472010696,3.74300036662149,-1.83825752263165,-1.59366772622132,4.0803930132669,-1.65457038322555,-1.61204841450092,2.85304559024719,-1.80689715915091,-1.82397575993059,3.43268356564534,3.62213593579438,2.61757867299737,3.0755853697481,2.48779211437325,2.83289957572354,3.03876136210718,3.17139467036875,2.98062417717119,-1.40981201957423,2.66551184592096,3.11069829252812,2.28902628049451,1.8853050496257,2.38487717501338,2.85326210233379,2.6847091639877,3.20937033007094,2.23307532364728,-1.4208529519157,-1.35686635012922,-1.03286776727015,3.42831597945898,3.03297357217362,-1.47384731194573,2.6406687805317,-0.95002333194124,-1.38469453445201,3.24712795299887,3.03876028481568,-0.932381117589977,3.72149479716274,-1.06372799955505,-1.13549901619956,-1.04451672592481,-1.03543137041852,3.39351287624678,-0.892704851724993,-1.05094361130732,-1.01311796172343,2.8924353175968,-1.16233006988509,-0.933795275270557,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BF.7.2",-4.30622711437028,-4.06805544667104,-4.15845594171073,-4.11706908263094,-3.62090918354808,-3.3867494689603,-4.01939739395048,-3.97898437419605,-3.26803812353215,-2.70012892798342,-2.5055598018934,-1.89325558805372,-2.49571700137601,-2.57798831579584,-2.3223504082715,-2.76902636641924,-2.17333690843456,-2.08967645050277,-2.15874074488313,-0.698936546801837,-3.30192859429791,2.91960017153602,-1.33125160581136,-3.25418104477869,-1.26416473051632,-3.30342635142564,-1.23432123904168,2.71772226689089,-1.23832321165468,2.90596402969601,-1.43242472010696,-1.13219695657966,2.71561936896889,2.23497367026777,-1.24261696587151,-1.65457038322555,-1.61204841450092,-1.42362052876886,2.69291251117936,2.90341205878175,-1.51607632473283,-1.17365460980236,2.0812739639304,-1.30644126492578,2.67783571726112,2.10898073649684,-1.46104830822308,3.07075114458906,-1.32344091603298,3.06752479490398,2.91497270555255,2.88755474121391,1.82640275854639,2.17865285961316,-1.50694312309725,1.98422425531018,-1.75794209250262,-1.50015987124139,-1.87779854052604,-1.4208529519157,-1.35686635012922,-1.03286776727015,-1.19665683382529,-1.47788593434323,-1.47384731194573,-1.07290328617261,-0.95002333194124,3.0579567220383,-1.25268171733139,2.78744585653478,-0.932381117589977,-0.951334037299168,-1.06372799955505,-1.13549901619956,-1.04451672592481,-1.03543137041852,-0.950292545606905,-0.892704851724993,-1.05094361130732,-1.01311796172343,-0.891754316321458,2.05654575498311,-0.933795275270557,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BP.10.2",1.35673336576566,1.33462193520124,1.43625543789111,1.29010268882918,1.8680285426086,1.8389972047529,1.30361258518793,1.2574575886339,2.09325404217727,1.85374796361712,-2.5055598018934,-1.89325558805372,-2.49571700137601,-2.57798831579584,-2.3223504082715,1.56170697386709,-2.17333690843456,-2.08967645050277,-2.15874074488313,-2.30837445923594,1.06751925816911,-1.99305471420003,-1.33125160581136,1.44629932101373,-1.26416473051632,1.16248176722895,-1.23432123904168,-1.89739824995037,-1.23832321165468,-1.83023441869848,-1.43242472010696,-1.13219695657966,-1.83825752263165,-1.59366772622132,-1.24261696587151,-1.65457038322555,-1.61204841450092,-1.42362052876886,-1.80689715915091,-1.82397575993059,-1.51607632473283,-1.17365460980236,-1.35271324055475,-1.30644126492578,-1.96655518188025,-1.35675516630288,-1.46104830822308,-1.37190011190125,-1.32344091603298,-1.40981201957423,-1.42883271630114,-1.27132834214576,-1.69995776606977,-1.89888458429256,3.16588571136466,-1.67933739081946,-1.75794209250262,2.47013204231073,-1.87779854052604,-1.4208529519157,-1.35686635012922,-1.03286776727015,-1.19665683382529,-1.47788593434323,-1.47384731194573,-1.07290328617261,-0.95002333194124,-1.38469453445201,-1.25268171733139,-1.10437444157585,-0.932381117589977,-0.951334037299168,-1.06372799955505,-1.13549901619956,-1.04451672592481,-1.03543137041852,-0.950292545606905,-0.892704851724993,-1.05094361130732,-1.01311796172343,-0.891754316321458,-1.16233006988509,-0.933795275270557,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BP.13.2",-0.131839844474645,-4.06805544667104,0.363332635338308,-0.288427686141842,0.349382730004039,-3.3867494689603,-4.01939739395048,0.0814586363503693,-3.26803812353215,-2.70012892798342,-2.5055598018934,-1.89325558805372,-2.49571700137601,-2.57798831579584,-2.3223504082715,-2.76902636641924,-2.17333690843456,-2.08967645050277,-2.15874074488313,-2.30837445923594,-3.30192859429791,-1.99305471420003,-1.33125160581136,0.301167016710727,-1.26416473051632,-3.30342635142564,-1.23432123904168,-1.89739824995037,-1.23832321165468,-1.83023441869848,-1.43242472010696,-1.13219695657966,-1.83825752263165,-1.59366772622132,-1.24261696587151,-1.65457038322555,-1.61204841450092,-1.42362052876886,-1.80689715915091,-1.82397575993059,4.10794118145451,-1.17365460980236,-1.35271324055475,-1.30644126492578,-1.96655518188025,-1.35675516630288,3.84225659983599,-1.37190011190125,-1.32344091603298,-1.40981201957423,-1.42883271630114,-1.27132834214576,-1.69995776606977,-1.89888458429256,-1.50694312309725,-1.67933739081946,-1.75794209250262,4.09826208775699,-1.87779854052604,-1.4208529519157,-1.35686635012922,2.49349275734601,-1.19665683382529,-1.47788593434323,-1.47384731194573,-1.07290328617261,-0.95002333194124,-1.38469453445201,3.92910183296069,-1.10437444157585,-0.932381117589977,-0.951334037299168,2.92525604700923,2.6021706020838,-1.04451672592481,-1.03543137041852,-0.950292545606905,-0.892704851724993,-1.05094361130732,-1.01311796172343,-0.891754316321458,3.35945850716395,-0.933795275270557,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BP.14.3",1.29589170650942,2.05443736284335,0.891400065538805,1.49970201503564,2.35797658135304,3.17569462473342,1.43592372140722,1.20279917609604,1.67360429907715,-2.70012892798342,-2.5055598018934,-1.89325558805372,-2.49571700137601,-2.57798831579584,-2.3223504082715,-2.76902636641924,-2.17333690843456,-2.08967645050277,-2.15874074488313,-2.30837445923594,1.05478023239168,2.96978991605987,3.36922875998105,-3.25418104477869,3.85382908190043,1.66638694815036,3.69293244611553,2.45931057673922,3.3363877668487,3.69919466881294,-1.43242472010696,4.34007371709181,2.98202404297338,3.53623098870175,2.91626611748816,-1.65457038322555,4.11153668745146,3.17149932136573,2.94669303195546,2.532733066759,-1.51607632473283,3.0310380095886,3.65792205354151,-1.30644126492578,2.40289267058677,3.26821764698139,-1.46104830822308,2.41228952201701,-1.32344091603298,-1.40981201957423,3.01381854018918,3.79757586007447,2.6041073271344,1.83878503399081,4.04988493860229,2.87453950078108,-1.75794209250262,-1.50015987124139,1.61870902094044,-1.4208529519157,-1.35686635012922,-1.03286776727015,-1.19665683382529,-1.47788593434323,-1.47384731194573,3.42690638415765,4.16797048047552,2.56654918412942,-1.25268171733139,-1.10437444157585,3.27231150180099,-0.951334037299168,-1.06372799955505,-1.13549901619956,-1.04451672592481,-1.03543137041852,-0.950292545606905,3.60710481860527,-1.05094361130732,-1.01311796172343,2.71916359632277,-1.16233006988509,-0.933795275270557,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BP.22.2",1.32856248879897,1.38726566868666,1.40606446561196,1.15593047593281,1.79519121865634,2.02489658289474,1.51793687306806,1.37287375928002,2.05497185560626,-2.70012892798342,-2.5055598018934,-1.89325558805372,-2.49571700137601,-2.57798831579584,-2.3223504082715,1.68532092983426,-2.17333690843456,-2.08967645050277,-2.15874074488313,-2.30837445923594,1.17540822018029,3.2748034448633,-1.33125160581136,1.26760753227035,-1.26416473051632,1.27128462707774,-1.23432123904168,3.37045990911295,-1.23832321165468,3.59471559878292,-1.43242472010696,-1.13219695657966,3.36023950863417,3.68953600251667,-1.24261696587151,-1.65457038322555,2.99312177148717,-1.42362052876886,3.49640774890817,3.020211326528,-0.417464036064722,-1.17365460980236,-1.35271324055475,-1.30644126492578,2.9086421413209,-1.35675516630288,-1.46104830822308,-1.37190011190125,-1.32344091603298,3.56000128000177,-1.42883271630114,-1.27132834214576,-1.69995776606977,-1.89888458429256,3.13744777604412,-1.67933739081946,-1.75794209250262,-1.50015987124139,-1.87779854052604,-1.4208529519157,-1.35686635012922,-1.03286776727015,-1.19665683382529,-1.47788593434323,-1.47384731194573,-1.07290328617261,-0.95002333194124,-1.38469453445201,-1.25268171733139,-1.10437444157585,-0.932381117589977,-0.951334037299168,-1.06372799955505,-1.13549901619956,-1.04451672592481,-1.03543137041852,-0.950292545606905,-0.892704851724993,-1.05094361130732,-1.01311796172343,-0.891754316321458,-1.16233006988509,-0.933795275270557,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BP.23.2",1.46832443117413,1.91083031823008,1.8178949675872,1.52128558670281,1.13268100755828,2.41234318550022,1.92077385876995,1.60074545179017,2.48453451529348,-2.70012892798342,-2.5055598018934,-1.89325558805372,-2.49571700137601,-2.57798831579584,-2.3223504082715,3.10590436443279,-2.17333690843456,-2.08967645050277,-2.15874074488313,-2.30837445923594,1.65389846330335,3.82702821615233,-1.33125160581136,1.83956915602808,-1.26416473051632,1.57937557116073,-1.23432123904168,4.14047266997176,-1.23832321165468,4.02196806107599,-1.43242472010696,-1.13219695657966,3.73389650954611,3.15126440214193,-1.24261696587151,-1.65457038322555,3.95629608926018,-1.42362052876886,4.06239975398287,3.72510032496463,-1.51607632473283,-1.17365460980236,-1.35271324055475,-1.30644126492578,2.837465862853,-1.35675516630288,-1.46104830822308,-1.37190011190125,-1.32344091603298,4.48734184806251,-1.42883271630114,-1.27132834214576,3.00052259972265,2.62290399275648,-1.50694312309725,2.43153647335385,2.6728747063407,-1.50015987124139,2.8317316607863,-1.4208529519157,-1.35686635012922,-1.03286776727015,-1.19665683382529,3.06540884792678,-1.47384731194573,-1.07290328617261,3.17711105310385,2.81999808493895,-1.25268171733139,-1.10437444157585,-0.932381117589977,-0.951334037299168,-1.06372799955505,-1.13549901619956,-1.04451672592481,-1.03543137041852,-0.950292545606905,-0.892704851724993,-1.05094361130732,-1.01311796172343,-0.891754316321458,-1.16233006988509,-0.933795275270557,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BP.23.3",1.59092675326646,1.65879230091616,1.79996875131905,1.42810836184863,-3.62090918354808,2.14664001976722,1.76134612184185,1.70799098214377,2.46853417394704,-2.70012892798342,-2.5055598018934,-1.89325558805372,-2.49571700137601,-2.57798831579584,-2.3223504082715,2.82939559257913,-2.17333690843456,-2.08967645050277,-2.15874074488313,-2.30837445923594,1.47719489881362,2.83525902310227,-1.33125160581136,1.8334152904537,-1.26416473051632,1.331302636804,-1.23432123904168,2.56850986870421,-1.23832321165468,2.81415648044289,-1.43242472010696,-1.13219695657966,2.4384085963844,-1.59366772622132,-1.24261696587151,-1.65457038322555,2.21659298198818,-1.42362052876886,3.07590476343546,2.79114475691067,-1.51607632473283,-1.17365460980236,-1.35271324055475,-1.30644126492578,2.32390425926814,-1.35675516630288,-1.46104830822308,-1.37190011190125,-1.32344091603298,3.17515545909634,-1.42883271630114,-1.27132834214576,2.7998519042605,2.51995602350404,-1.50694312309725,-1.67933739081946,2.77465740065064,-1.50015987124139,2.34170916465007,-1.4208529519157,-1.35686635012922,-1.03286776727015,-1.19665683382529,2.92883331292103,-1.47384731194573,-1.07290328617261,-0.95002333194124,3.34269328426033,-1.25268171733139,-1.10437444157585,-0.932381117589977,-0.951334037299168,-1.06372799955505,-1.13549901619956,-1.04451672592481,-1.03543137041852,-0.950292545606905,-0.892704851724993,-1.05094361130732,-1.01311796172343,-0.891754316321458,-1.16233006988509,-0.933795275270557,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BP.30.2",1.70993004532807,2.37129492442906,1.92147725338486,1.58002440387447,1.50305479585518,2.78703663494163,2.45449330240179,1.86745440086167,2.69296721609112,-2.70012892798342,-2.5055598018934,-1.89325558805372,-2.49571700137601,-2.57798831579584,-2.3223504082715,3.46145508115924,-2.17333690843456,-2.08967645050277,-2.15874074488313,-2.30837445923594,1.81005919405863,-1.99305471420003,-1.33125160581136,1.89331343203477,-1.26416473051632,2.06254966359621,-1.23432123904168,-1.89739824995037,-1.23832321165468,-1.83023441869848,-1.43242472010696,-1.13219695657966,-1.83825752263165,-1.59366772622132,-1.24261696587151,-1.65457038322555,-1.61204841450092,-1.42362052876886,-1.80689715915091,-1.82397575993059,-1.51607632473283,-1.17365460980236,-1.35271324055475,-1.30644126492578,-1.96655518188025,-1.35675516630288,-1.46104830822308,-1.37190011190125,-1.32344091603298,-1.40981201957423,-1.42883271630114,-1.27132834214576,-1.69995776606977,-1.89888458429256,-1.50694312309725,-1.67933739081946,-1.75794209250262,-1.50015987124139,1.38029799749545,-1.4208529519157,-1.35686635012922,-1.03286776727015,-1.19665683382529,-1.47788593434323,-1.47384731194573,-1.07290328617261,-0.95002333194124,-1.38469453445201,-1.25268171733139,-1.10437444157585,-0.932381117589977,-0.951334037299168,-1.06372799955505,-1.13549901619956,-1.04451672592481,-1.03543137041852,-0.950292545606905,-0.892704851724993,-1.05094361130732,-1.01311796172343,-0.891754316321458,-1.16233006988509,-0.933795275270557,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BP.30.3",3.04107258637288,3.41967831476541,2.65058336433225,3.12286350868953,3.73600905880794,4.17333099606152,2.88233981270609,2.75441751764131,3.37183771029438,-2.70012892798342,-2.5055598018934,-1.89325558805372,-2.49571700137601,-2.57798831579584,-2.3223504082715,-2.76902636641924,-2.17333690843456,-2.08967645050277,-2.15874074488313,-2.30837445923594,2.80286463811707,2.55024006806997,-1.33125160581136,2.20114007057901,-1.26416473051632,3.0119316500967,-1.23432123904168,2.30729436944059,-1.23832321165468,2.82372593145904,-1.43242472010696,-1.13219695657966,2.65037884710049,2.69679171492707,-1.24261696587151,-1.65457038322555,2.95229977696692,-1.42362052876886,2.16339475440122,2.771144090204,-1.51607632473283,-1.17365460980236,-1.35271324055475,-1.30644126492578,1.58879287960916,-1.35675516630288,-1.46104830822308,-1.37190011190125,-1.32344091603298,-1.40981201957423,-1.42883271630114,-1.27132834214576,2.15018983564029,1.56685131850716,5.31634299925844,2.61112205032893,2.66089851529398,-1.50015987124139,1.67754952096338,-1.4208529519157,-1.35686635012922,-1.03286776727015,-1.19665683382529,-1.47788593434323,-1.47384731194573,-1.07290328617261,3.26948437323487,2.7261793297213,-1.25268171733139,-1.10437444157585,3.31611412445938,-0.951334037299168,3.6812041288082,-1.13549901619956,-1.04451672592481,-1.03543137041852,-0.950292545606905,-0.892704851724993,-1.05094361130732,-1.01311796172343,-0.891754316321458,-1.16233006988509,-0.933795275270557,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BP.31.2",2.61740151376815,2.03226350534903,2.75329135854094,2.56378559615928,3.0944742027866,2.46257531098656,2.07191248812722,2.77094681959252,3.63168498375272,2.22712475717379,1.79850529131077,-1.89325558805372,1.88630963329787,2.36365410681347,2.19943816877754,2.48324706162739,2.4901021856775,-2.08967645050277,2.13171869626526,2.33601643990544,2.57580718748173,3.43189530328137,-1.33125160581136,2.78368987514345,-1.26416473051632,1.86705764361251,-1.23432123904168,3.50977352150975,-1.23832321165468,2.72364247290206,-1.43242472010696,-1.13219695657966,3.36023950863417,3.63207894749188,-1.24261696587151,3.14122016237119,2.25915259640697,-1.42362052876886,2.92930128924359,3.44902379863316,3.27141541804921,-1.17365460980236,-1.35271324055475,-1.30644126492578,2.84562917349216,-1.35675516630288,-1.46104830822308,-1.37190011190125,-1.32344091603298,3.53894787080394,-1.42883271630114,-1.27132834214576,2.34309350176478,3.02109634153556,3.84491501037882,2.41500717140264,3.16931159265459,-1.50015987124139,2.28108454283364,-1.4208529519157,-1.35686635012922,-1.03286776727015,-1.19665683382529,2.95293086450009,-1.47384731194573,-1.07290328617261,-0.95002333194124,3.16918235714853,2.41087992879825,-1.10437444157585,-0.932381117589977,3.23832070472726,-1.06372799955505,-1.13549901619956,-1.04451672592481,-1.03543137041852,-0.950292545606905,-0.892704851724993,-1.05094361130732,3.6216110265062,-0.891754316321458,-1.16233006988509,-0.933795275270557,-1.14665113800375,-1.0002516553346,2.78387477512842
"BP.31.3",2.61048790598333,2.45256568088766,2.50211920812895,2.60435661815971,3.10051651724256,3.05897035042528,2.36072514294928,2.5056508614392,3.30284483880743,1.75421836827009,1.36564120901449,1.69026335040238,1.6151568627973,1.77872051089375,2.10846639057181,3.44157371060541,1.95379747661053,1.93567524023238,2.32989562484901,2.20248504728091,2.37482520797037,3.72725706240738,-1.33125160581136,2.29877854014293,-1.26416473051632,2.20596198520234,-1.23432123904168,3.72300261576678,-1.23832321165468,3.62080403486722,-1.43242472010696,-1.13219695657966,3.7527294578792,4.11011474843488,-1.24261696587151,-1.65457038322555,3.67621861619362,-1.42362052876886,3.55439500655852,3.53731640577884,2.47290772183144,-1.17365460980236,-1.35271324055475,-1.30644126492578,2.63861500410784,-1.35675516630288,-1.46104830822308,-1.37190011190125,-1.32344091603298,4.07498491391643,-1.42883271630114,-1.27132834214576,2.57670835294629,2.67582639421082,-1.50694312309725,2.63815072271685,2.5595460210337,-1.50015987124139,2.58810957812855,-1.4208529519157,-1.35686635012922,-1.03286776727015,-1.19665683382529,2.81257350680517,-1.47384731194573,-1.07290328617261,3.69436756720013,3.0926422800262,-1.25268171733139,-1.10437444157585,3.43706673487704,-0.951334037299168,3.21293811946101,-1.13549901619956,2.38947047856034,-1.03543137041852,-0.950292545606905,-0.892704851724993,-1.05094361130732,-1.01311796172343,-0.891754316321458,-1.16233006988509,-0.933795275270557,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BP.36.3",2.72463036174584,2.46282218105485,2.79331622268818,2.67975463564392,3.20455085270722,3.1542805302296,2.41995297714962,2.69557701761838,3.46059048955255,2.99696455852198,2.58819039891336,3.21268988584686,2.51491829272025,2.99796078735048,2.93514496375628,3.49817418212212,3.23830914342048,3.43577648862902,2.88468437203612,2.83912001757752,2.52701702331229,-1.99305471420003,-1.33125160581136,2.58646061259471,-1.26416473051632,2.13465295749756,-1.23432123904168,-1.89739824995037,-1.23832321165468,-1.83023441869848,-1.43242472010696,-1.13219695657966,-1.83825752263165,-1.59366772622132,-1.24261696587151,3.77915162032869,-1.61204841450092,-1.42362052876886,-1.80689715915091,-1.82397575993059,3.21131149397951,-1.17365460980236,-1.35271324055475,2.97022485409027,-1.96655518188025,-1.35675516630288,2.94567093904117,-1.37190011190125,2.92505432601638,-1.40981201957423,-1.42883271630114,-1.27132834214576,-1.69995776606977,2.81064561701977,-1.50694312309725,3.02114297497295,2.15408091292553,2.77650624777467,-1.87779854052604,2.81325355268156,3.55578853560683,-1.03286776727015,3.22218377397131,-1.47788593434323,3.29683731251994,-1.07290328617261,-0.95002333194124,-1.38469453445201,3.14176743734105,3.89957186436961,-0.932381117589977,3.37939930298716,-1.06372799955505,-1.13549901619956,-1.04451672592481,-1.03543137041852,-0.950292545606905,-0.892704851724993,-1.05094361130732,-1.01311796172343,-0.891754316321458,-1.16233006988509,2.24425855507739,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BP.39.2",2.25903785566508,2.14655265175115,2.46693642629722,2.1270978180328,-3.62090918354808,-3.3867494689603,2.35392239562653,2.30514978687475,3.08980414297595,-2.70012892798342,-2.5055598018934,-1.89325558805372,-2.49571700137601,-2.57798831579584,-2.3223504082715,3.34244097308344,-2.17333690843456,-2.08967645050277,-2.15874074488313,-2.30837445923594,2.28532006410234,-1.99305471420003,-1.33125160581136,2.36621982093846,-1.26416473051632,2.01469364241858,-1.23432123904168,2.89009349283167,-1.23832321165468,2.7444765598049,-1.43242472010696,-1.13219695657966,1.74526141582446,-1.59366772622132,-1.24261696587151,-1.65457038322555,-1.61204841450092,-1.42362052876886,-1.80689715915091,-1.82397575993059,-1.51607632473283,-1.17365460980236,-1.35271324055475,-1.30644126492578,-1.96655518188025,-1.35675516630288,-1.46104830822308,-1.37190011190125,-1.32344091603298,-1.40981201957423,-1.42883271630114,-1.27132834214576,-1.69995776606977,2.88860715848948,-1.50694312309725,-1.67933739081946,-1.75794209250262,-1.50015987124139,-1.87779854052604,-1.4208529519157,-1.35686635012922,-1.03286776727015,-1.19665683382529,-1.47788593434323,-1.47384731194573,-1.07290328617261,-0.95002333194124,-1.38469453445201,-1.25268171733139,3.34997285467766,-0.932381117589977,-0.951334037299168,-1.06372799955505,-1.13549901619956,-1.04451672592481,-1.03543137041852,-0.950292545606905,2.54128235276015,2.8408766868033,-1.01311796172343,-0.891754316321458,-1.16233006988509,-0.933795275270557,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BP.39.3",1.61535130527353,1.6845171921546,1.54198763167995,1.76346390376976,2.17818347091244,2.36582316986533,1.32771013676699,1.45473762935819,1.35693468975212,-2.70012892798342,-2.5055598018934,-1.89325558805372,-2.49571700137601,-2.57798831579584,-2.3223504082715,2.40145762861891,-2.17333690843456,-2.08967645050277,-2.15874074488313,-2.30837445923594,1.47719489881362,3.9150282239689,4.67510155379037,1.3409388053559,4.55294642944688,1.11541425637096,4.82480195654012,3.68985040844988,4.69126593173521,3.98687674126472,-1.43242472010696,4.70553349058628,3.93629402291276,4.31983527941695,4.36685482931345,-1.65457038322555,4.13734457140734,-1.42362052876886,3.68616428418964,3.53261051474142,-1.51607632473283,4.21541712001414,-1.35271324055475,-1.30644126492578,-1.96655518188025,-1.35675516630288,-1.46104830822308,-1.37190011190125,2.86621382599345,4.01072297969806,-1.42883271630114,-1.27132834214576,-1.69995776606977,-1.89888458429256,-1.50694312309725,-1.67933739081946,-1.75794209250262,-1.50015987124139,-1.87779854052604,-1.4208529519157,-1.35686635012922,3.842329555931,-1.19665683382529,-1.47788593434323,-1.47384731194573,3.89691001340339,-0.95002333194124,-1.38469453445201,-1.25268171733139,-1.10437444157585,-0.932381117589977,-0.951334037299168,2.5998336465746,-1.13549901619956,-1.04451672592481,-1.03543137041852,3.90951985875477,-0.892704851724993,-1.05094361130732,-1.01311796172343,3.57415380233313,-1.16233006988509,-0.933795275270557,-1.14665113800375,-1.0002516553346,-1.04476662136067
"BP.4.2",2.81825114812314,3.19597469622849,2.84278968035874,2.78968569601762,3.33468342484821,3.74174647671973,3.14377499689616,2.762716320456,3.65853890969057,3.02345617396896,3.29655857348367,3.73076191813361,3.04946044310356,2.99035618796526,3.43655136560578,4.23947881566304,3.16420117126675,3.4156550854296,3.21653766280103,3.08069727058056,2.69700796764877,-1.99305471420003,-1.33125160581136,2.79555241045327,-1.26416473051632,2.91317974965923,-1.23432123904168,-1.89739824995037,-1.23832321165468,-1.83023441869848,4.13209568721574,-1.13219695657966,-1.83825752263165,-1.59366772622132,-1.24261696587151,3.78784732729625,-1.61204841450092,-1.42362052876886,-1.80689715915091,-1.82397575993059,3.58986914916775,-1.17365460980236,-1.35271324055475,3.82935717212448,-1.96655518188025,-1.35675516630288,3.28388382014016,-1.37190011190125,3.55175640716817,-1.40981201957423,-1.42883271630114,-1.27132834214576,-1.69995776606977,-1.89888458429256,-1.50694312309725,-1.67933739081946,3.04607895223064,3.39767992870952,2.98973590992955,3.27962741387671,-1.35686635012922,-1.03286776727015,3.79377575295345,-1.47788593434323,-1.47384731194573,-1.07290328617261,-0.95002333194124,-1.38469453445201,3.02398440168466,-1.10437444157585,-0.932381117589977,3.61301415416867,2.3702592049301,-1.13549901619956,-1.04451672592481,3.30837405143516,-0.950292545606905,-0.892704851724993,-1.05094361130732,2.99421522350904,-0.891754316321458,2.09576646813639,-0.933795275270557,2.80459258057767,-1.0002516553346,3.5996242777807
