"","2' fucosyl lactose","2'-Deoxyinosine","2'-Deoxyuridine","2-Aminobutyrate","2-Hydroxybutyrate","2-Hydroxyglutarate","2-Hydroxyisobutyrate","2-Hydroxyisovalerate","2-Oxoglutarate","3' fucosyl lactose","3'-sialyllactose","3-Hydroxybutyrate","3-Phenyllactate","4-Aminobutyrate","4-Hydroxybenzoate","4-Hydroxyphenylacetate","4-Hydroxyphenyllactate","5,6-Dihydrouracil","5-Aminopentanoate","6' sialyllactose","Acetaminophen","Acetate","Acetoin","Alanine","Allantoin","Arabinose","Arginine","Ascorbate","Asparagine","Aspartate","Betaine","Butyrate","Cadaverine","Carnitine","Choline","Citrate","Citrulline","Creatine","Creatinine","Cytidine","Cytosine","DL-methionine-sulfoxide","Desaminotyrosine","Dimethylamine","Ethanol","Ethanolamine","Ethyl-beta-D-glucuronide","Formate","Fucose","Fumarate","Galactose","Glucose","Glutamate","Glutamine","Glutarate","Glycerol","Glycine","Guanosine","Histidine","Hypoxanthine","Indole-3-acetate","Indole-3-lactate","Inosine","Isobutyrate","Isoleucine","Isopropanol","Isovalerate","Lactate","Lacto-N-fucopentaose I","Lacto-N-fucopentaose III","Lactodifucotetraose","Lactose","Leucine","Lysine","Malate","Methanol","Methionine","Methylamine","Methylsuccinate","N,N-Dimethylglycine","N-Acetylglucosamine","N-Acetylneuraminate","N-Carbamoyl-beta-alanine","N-Methylhydantoin","Nicotinate","O-Acetylcarnitine","Ornithine","Phenol","Phenylacetate","Phenylalanine","Proline","Propionate","Propylene glycol","Putrescine","Pyroglutamate","Pyruvate","Ribose","Sarcosine","Serine","Succinate","Taurine","Threonine","Thymidine","Thymine","Trimethylamine","Tryptophan","Tyramine","Tyrosine","Uracil","Urea","Uridine","Urocanate","Valerate","Valine","Xylose","myo-Inositol","p-Cresol","beta-Alanine","beta-Pseudouridine"
"EF.46.1",0,5.82983709940348,5.78437554725152,5.27162697242831,0,7.06174137196625,7.81006352011691,5.39906598574801,5.76084550521093,0,0,0,0,4.98072422038643,0,8.62371654643658,5.76678012369405,5.13671582270586,7.25427509105258,0,0,11.6799854304415,5.8073646402058,8.62981619219674,0,0,5.25201955577896,0,0,8.51046944346991,5.09125673609073,8.83027186629282,10.3041936971693,0,0,7.77653212527176,7.78206792212852,0,0,0,0,5.15869324406892,0,4.85643981929165,7.76135005691137,0,0,4.94098779477716,5.6066984048201,6.53950703516359,7.29488311998418,7.82679394259211,9.61968383980891,0,0,9.12648804865402,7.87464994943229,0,6.31362869673509,6.88297942943012,0,0,4.22060636311408,8.26636159532935,7.52135855825875,5.36428134166323,7.96793203797651,8.55075836546033,0,0,0,0,7.75569804578469,8.14565886769402,8.69930443254569,4.10288062886055,7.13515439707597,5.93018350287807,5.0313634083017,0,6.27522982585023,0,6.40831545133214,4.5288084183574,6.19755738283261,0,5.40757633038254,0,7.37027390138503,6.97369822056973,6.86143113935776,10.8370505325969,3.89538177361017,7.31898064983443,7.03878957925425,5.24206977607695,8.15873094727204,5.8626263736954,7.30128108865628,10.3975851923954,5.54954162491762,7.43481237454628,5.6204913596679,5.76678012369405,5.69947785343055,5.79593615335233,0,7.39728667980954,7.6712597605857,0,4.99362642315101,0,8.23927301862034,7.87249089907587,0,5.42438278432618,0,0,0
"BF.24.1",0,3.37042032386068,0,0,0,8.54789558066871,3.37042032386068,5.22382735920526,4.16798543319921,10.4641180691329,0,0,4.26325401336163,0,0,3.31340481723517,4.53942328432049,0,0,8.47181080520014,0,10.7250210604614,4.71305331438711,8.27492425349757,0,6.15219401305825,5.24106818215561,0,0,7.13301937164276,0,0,5.29917273723907,0,5.41336000915798,8.0797687694972,0,0,0,0,4.84837555143554,3.37042032386068,0,0,8.15811772235004,0,4.26325401336163,7.76984117099093,11.1565047314927,5.22382735920526,8.82479649781271,8.6353764718896,9.36665698557694,0,0,9.02348001566327,8.13709382612062,0,4.76939766134275,4.88564253005897,0,4.79642254502752,0,4.00555854773015,6.15562451725744,0,4.39104268920023,8.5532039456452,0,8.44683943990431,7.7173632529914,7.96715984957541,6.19260319976069,6.14529749718899,7.54362552232973,3.61508509018248,5.15172856614116,0,0,0,8.30291228652062,8.44753196057599,0,3.04607865759173,4.09006433203755,0,4.2402738163754,0,0,5.56647717179281,6.25342146104345,8.64593442334001,8.4798862185466,4.93326539410831,0,5.8354610275539,6.65473514309203,5.20628408571691,0,10.8038234494479,6.14875170008536,6.28400466483812,0,0,0,4.75560635320269,3.73752996493994,5.76714303377917,5.09402434891593,0,4.93326539410831,0,0,6.91019829115627,0,9.72070525673992,0,0,0
"EP.54.1",0,3.09652145801666,0,0,5.97086779692551,7.76730478142635,2.40943724547672,4.37092900353972,7.46497824502845,0,0,0,0,0,0,7.24025301826399,4.1651583044211,5.92278226775627,7.89164291606136,7.76496560062748,0,11.3544298723018,5.00406330651139,7.65360224087088,0,0,7.98294354454798,6.96219941141276,5.39708138036939,7.92145541370344,0,9.01336963718184,9.23004066874748,4.85812465791341,5.28242376049414,9.8009305267257,7.31520865580172,7.75476543714192,4.829140719793,0,0,3.82891738386927,0,0,8.92928652269964,0,0,4.32331691782956,4.96632650889526,6.53649724560047,6.31001599673219,6.84984608626871,10.2438691823539,6.98969250402822,0,9.35182402776981,7.04411639843713,0,8.02594770446853,5.18431149982505,0,0,0,8.09337589911083,6.82817041050815,3.97721611247505,8.05088960992532,5.10941526619351,0,0,0,0,7.09725382130299,7.55750645957684,7.08036933009095,3.82891738386927,6.35577532507606,3.90581106693654,0,0,0,0,7.30906990657633,3.2501306251122,5.61352873332779,0,5.22471860012664,0,8.17121094391862,6.17791792645279,5.85660137534625,10.0771065837128,4.04386365728301,6.53382702824022,7.18882090030066,5.61352873332779,6.76654943023666,0,6.97432075053111,11.3333649972428,8.20545911085981,6.8261763965448,4.29863319926827,4.84373768072853,5.07551627346333,4.88629223180319,4.97906431306455,6.64025608608694,5.96616196737574,0,0,5.61352873332779,0,7.15059973272737,0,0,6.30666593199543,0,0
"EP.57.1",0,4.52765994842708,0,6.43791094416061,6.90914580396445,8.93209206293092,7.1854695611986,6.78466717154067,0,0,0,5.7248376429572,0,7.03261627195777,0,6.81219177646088,6.5702074279244,0,0,0,0,12.0372071525831,5.01138450372733,8.89417414147008,0,0,0,0,0,7.02350045285435,0,7.51322540905069,10.6330801772144,3.36114252253326,6.39420674380704,10.483150235075,0,0,0,0,0,4.33197131336156,0,0,9.22336625605781,0,3.28722658492487,5.58070730017104,7.49396136900827,5.52491761817216,7.90626783511818,8.65396048603417,10.0557369318768,0,0,9.16636303840704,9.1949575943523,0,7.2676665812558,6.03900636080853,0,5.61124318183932,0,7.16660109893215,7.00314825700918,4.35863059197244,6.90089835117371,10.2362026268489,0,0,0,0,7.35944887802184,6.98618275120569,7.65137567581759,0,6.50778029053024,5.41224847213648,0,4.69125678420578,6.88629958178375,0,6.18894503533732,5.73152648917393,5.42138059492438,0,5.95732933833812,4.57113533522125,6.18047048037605,7.01799080578074,8.92964474701943,10.3910480794703,5.11536588447726,7.72212650187979,7.7570293606679,4.9105897166676,7.54089733030227,4.24744573972936,7.02897990984757,11.2216926057082,6.60698654002613,8.36436364527998,4.65279723469861,5.12763510322391,4.21760535604366,6.16762244966431,4.54963383407057,7.56994723231748,6.83897902931295,0,6.06799357738311,0,0,8.04405150473636,0,8.16395913930859,0,0,0
"BP.39.1",0,4.70605606250155,4.37844430979533,0,0,7.81227429234878,4.37844430979533,4.5296342085691,0,0,8.30529913093955,0,0,0,0,3.4831424949481,5.30677277214717,0,0,8.89093896612994,0,10.9422000180337,6.14246305739864,8.96782538043053,0,0,6.7668637902643,0,0,7.39121777612163,4.4184375452516,4.54702197552709,6.72087880485872,5.22269415683516,6.69706822699776,9.15363035505618,0,5.47009097905987,0,0,0,0,0,0,8.32599226628605,5.36929024043624,0,5.73350116809035,10.2286110290463,0,9.58833052624574,8.74229507860831,8.43273031673447,7.53832253222135,0,9.56384687560059,8.33031532199986,0,6.26721374220797,5.21388404410788,0,4.67620812723848,0,2.6883252057325,7.24223606004969,0,3.05364504248167,10.861737473344,8.23233492664138,9.746739369996,0,0,7.51378143754949,7.45625762961464,6.12837844965054,3.66517601374685,6.19358106225393,0,0,3.12744683367933,10.7780018128728,7.91361089317602,0,4.6296965699285,0,3.7828215700538,5.55538577877555,0,4.12431443691135,7.08633782475745,5.76968009353846,4.22435044571152,9.27307608978236,5.43524552783535,0,9.09642131000658,0,0,0,6.58454281668512,8.28785800934402,7.08224784528685,4.8809733845778,4.43785009789176,0,6.17344632543653,4.98632295622006,7.25496033687912,4.64544197506197,0,5.8430613100681,4.20026346674942,0,8.56142702159469,0,9.47216232641746,0,0,0
"EF.65.1",0,5.12016575534805,5.13109405401332,0,7.24127283783846,8.66696477174181,7.53191472567311,7.27749927295317,5.59971681627555,0,0,5.89248189434655,6.63755078401451,0,0,5.22442004628916,6.24406392166749,5.84038761904828,7.92714687587869,0,0,12.0722596913607,4.97876577032837,9.49871671803535,0,5.0281540701067,0,0,5.69068631804116,8.99133108013244,0,7.10604620995702,10.1452388551846,0,0,10.0155888047078,7.92515418233272,0,5.21447029795635,0,0,4.04356526982495,4.37063052784492,0,9.65662129474553,0,3.38301220005925,10.1840456787495,6.03862186377218,6.36501572159833,7.33670269604263,8.22506169088577,10.0223068370744,0,0,9.61086325263941,7.80894905761146,3.828619094833,7.71094671947845,6.67072907259112,0,5.37997640447417,0,7.58748454660611,7.97950130618602,4.01079627964251,7.12101652957266,9.88661515047105,0,0,0,0,8.12733481582914,10.6186934508692,7.71012265685629,4.73648183827351,6.71851959000059,5.61991898127726,0,3.00960039310767,6.31638407540537,0,0,4.75247975780062,5.77976408706215,0,8.33017585704687,6.0899146032518,6.9318367399854,8.05643900747782,6.36817526327138,10.6113809690664,3.86780416735415,6.50917011992866,8.40943366727198,6.1776193579261,7.8252457091386,0,7.37661406396616,6.49537686002329,9.02973256401083,7.43906463018105,5.55804530861145,5.92248370074306,0,5.86155207947301,5.14190422301371,7.12841847835454,7.25045322080106,0,4.1358867360914,4.37063052784492,0,8.82670910637272,0,8.9043197061563,4.89978546532475,0,0
"EP.65.1",0,3.52134494974557,0,0,0,9.75977150899078,3.52134494974557,6.04175074069826,7.83869952977932,0,0,5.4259089516715,0,0,0,0,5.55009507250687,0,8.40956605396128,0,0,12.1507843163723,4.9206116914332,9.04126483748178,0,0,5.80059218706114,0,7.26341796109295,8.76720245074148,0,10.6527908373218,6.59368025448483,0,5.51291723520885,10.7130290058064,7.58187146081537,0,0,0,0,4.36792938604783,0,0,8.97365288787298,0,0,4.67323758096145,7.27649002998278,4.5220374304371,9.82054277992694,8.64211730707246,10.5096524398818,0,5.52795463003824,9.20951558133813,8.0003297913586,4.12686691713089,6.15156449208183,5.99139745327659,0,5.94331189764139,4.0643812175626,7.53485009207253,6.99828705752183,3.80864486119881,7.17544928261706,9.32141359648979,0,0,0,5.71770617790809,7.42915525127096,8.26636870598379,7.52375568308838,4.43690154541128,6.56234621964945,5.72997600893445,3.67526393406827,2.03366474740124,7.11626048467184,0,0,3.76612892384783,6.32046172804205,0,7.12082322422556,0,6.05505455786613,6.85663681378219,7.16243392984364,9.58115041555587,0,6.8346579567876,7.7752953481797,5.87713096478341,7.96573313927347,2.5817472871386,7.30213243666981,9.47111335325816,7.87575424848308,7.83424848573621,0,5.59992601229598,5.39229368771098,5.66706359736888,4.45887443172272,7.09624444690802,7.28939342262553,0,4.9206116914332,4.54223546195435,7.42132085749643,7.7901684154936,0,5.93341096450784,5.54276925519741,0,0
"EP.66.1",0,0,0,0,0,7.35801578652327,0,5.0437758424437,0,0,7.23571686784082,6.2465336413288,6.6671926989071,5.24550167577986,0,7.46069822555167,6.9641119879444,0,0,0,0,12.8190298581233,5.42941596269343,7.42979541464833,6.98964524536685,0,0,0,5.64452061734166,8.47124898142936,4.67870676164102,7.47009776636159,9.39499842147216,0,5.31063758391548,8.89338111692479,6.81168427988914,5.82683835176914,0,0,0,3.54635346011199,0,0,11.2684091523572,0,0,4.66161533039841,7.7735077453563,5.25507060015183,8.61044610088905,7.20502736741257,9.25994934969868,0,0,9.75760055955968,9.37786738188741,0,6.05640959512745,5.59830898566212,5.03194238103401,6.95196962313123,3.64628623547405,8.14805719209735,6.17703640630162,8.81446475010506,8.06959636050229,5.74858762627682,0,0,0,7.72071882548801,6.85875168189285,10.167908290181,0,3.96873599287419,5.47629782687722,5.51375412526485,5.31960582025494,2.40108821828641,6.4532879523887,0,0,5.3460378435739,5.17582591002081,0,7.01290206903541,0,7.69945883523403,6.26404709458116,8.73084746279309,10.7505317803635,5.73099222831726,7.54998049005774,5.82144759732366,4.67870676164102,6.90186979756705,6.59004629566259,0,8.89313064719355,8.41346124621971,6.56723170612644,0,5.17582591002081,6.27096748759126,6.7235772457976,6.42708571362269,5.59152948601305,6.55172758160142,0,3.4353346558651,0,0,6.7748703992871,0,7.96372838271059,0,0,0
"EF.70.1",0,4.22688482621838,5.30121130083413,0,0,8.55552361731967,2.97651010225866,5.59496137639048,6.23200914049223,0,0,5.08416030727597,5.49965409682693,0,0,6.92033414675766,5.74650766276388,5.80713111998451,0,0,0,11.0148387515816,0,7.6349867911809,0,0,5.71475963306853,0,0,7.56142426075185,4.95495988892333,6.14149589964997,10.595716160463,0,0,7.77792995954681,0,0,0,0,0,3.98585479924525,0,3.78535441565624,8.66426822360962,0,3.89061705519846,4.42097227414929,6.38340777789678,5.63067850682858,6.55742969303992,6.42389891706725,9.96393501263998,7.50650853457103,0,10.3351253257894,9.47594888499476,4.72318757272445,0,5.47945207854855,0,0,0,7.021337178684,6.59156256628898,4.58345109695956,6.75240171666441,4.36036628142516,0,0,0,0,6.88593278956882,7.04293625670581,6.90573537617325,4.67874315225586,5.98206990179115,0,0,4.806557051763,0,0,0,0,0,0,0,0,6.10940789228301,6.29714797102757,9.28337237760292,9.37541126369324,7.43405350239531,8.55646479371655,7.82593916300975,0,0,7.1010438038403,0,10.0056500002533,4.98885818397345,6.45515130121913,5.0216450601886,4.58345109695956,0,0,5.76201153789641,6.212591207941,6.31500546950933,0,0,0,4.88350855699915,7.06825402710799,0,6.212591207941,0,0,0
"EP.70.1",0,3.9756572907819,0,6.4243213861889,5.882002245045,8.4823534373713,2.11807172803437,5.85301517252163,5.91571279559593,0,0,5.84118091255838,4.89165214844257,6.76694327227179,0,5.65886306969804,6.23867322178093,0,7.33594789998085,0,0,11.9639915640709,6.54909301794093,8.67298430256815,0,0,5.59241969846057,0,0,6.61984360369298,3.76227075139978,6.33761248514879,9.63518920601876,0,5.72116552907517,9.24395590529296,6.35556617844625,5.46215863480146,0,0,0,0,3.60831479214743,0,8.52553158148158,0,0,6.4243213861889,6.14655870379885,4.86040324155977,7.72842267248358,8.07284969185871,8.5983907278464,6.26238957171816,0,9.52243369972338,8.83690476577587,0,5.98507298107374,5.00771263889425,0,5.45342527243329,0,7.18955535538112,6.27404010497771,3.60831479214743,6.1894833714602,9.51082056884474,0,0,0,0,6.5283516205395,6.06907197678777,6.5283516205395,4.04971675927183,5.62249634259883,3.49072659773828,0,2.91736158561713,5.79239161339208,7.42284794347437,0,3.42631592229114,4.96575235357682,0,4.79481437271891,0,5.37119045130035,5.89336582921046,7.42529293079732,10.5931706737918,5.76064352518349,6.76929897968839,6.41765473026047,6.90135839549756,0,5.8989995616107,6.81077947587424,7.98193878644197,6.96137629064425,7.62396350897951,0,0,6.01051933261966,4.9939205671365,5.37119045130035,5.75417114001023,6.41430466103024,0,4.45501314739866,0,0,7.25245026454827,0,6.95553402569342,0,0,0
"EF.72.1",0,3.90440565189136,5.20331264485793,5.99724047080344,0,8.27063044346629,2.69220223122077,6.22856731852522,7.22288869543641,0,0,5.57799015195285,0,0,0,6.25714047488121,5.66442038949391,0,7.58730809468853,0,0,11.7620674779922,4.84233129989636,8.67499790634181,0,0,6.63161189301698,0,0,8.23619375973634,0,9.48008881969917,9.63301637891065,6.47463299773024,5.01492587573288,6.98997942847161,6.8791520534744,6.57942633090602,0,0,0,4.1347793185275,0,0,9.28218855684624,0,0,4.55951584807881,9.00544547262687,4.50010625208163,9.60208670869701,7.86163309391773,9.96381466784649,6.84648831819181,6.13362020511842,9.58290718021746,7.95803638987423,4.29722716363315,6.83470038936186,5.64512765904939,6.68120866990597,5.74397125314368,0,7.55993499845724,7.53572075383311,4.63360872893716,0,5.82310707230662,0,0,0,0,8.07895643325821,7.54838530958047,0,4.3925052178284,6.95379983570379,5.96002735186201,5.08553763917974,0,7.78747070425436,0,0,0,5.24291948049781,4.47949215880611,5.60538836452684,0,6.5971258409576,7.14340445791913,6.82875390410632,9.52453448298336,5.81765756352877,0,0,5.25258085697801,7.39938439958584,2.80902546343377,7.56280169745076,8.14612530649666,8.31612415444798,7.87847559245732,5.02704618086347,5.41220351518336,3.6533562452213,6.05490543979987,4.65130502076472,7.24279643231242,7.33918108519491,0,4.29722716363315,4.73537402448025,0,8.07209926483488,0,6.18411591745295,5.17254290511752,0,0
"EP.77.1",0,4.32963522246496,4.75003953059642,0,0,7.22863353468166,1.95193616495572,4.58842674100744,0,0,0,5.88281790895043,0,7.53552884793559,0,5.41282639613274,3.91296721761287,0,8.8470418464446,0,0,12.0223112489403,4.79383587575395,8.45292370273173,0,0,6.958731922777,0,6.4506364053929,7.74718856622253,4.15643534403811,9.80220972299124,8.05076443919109,4.35210045354446,4.60581494922805,9.96554916054571,0,4.65623622181679,4.88913415583768,0,0,3.84156956151604,0,0,9.79271552557512,0,0,3.91296721761287,6.20823659379506,5.52889444849094,10.3828868721845,9.10475817854251,9.71614369425103,0,5.21813024614601,9.36715193253139,8.21523413099794,4.41661888944107,6.07866680094657,6.07866680094657,0,3.97960875463624,4.75003953059642,7.39751500709702,7.42462822266429,4.79383587575395,7.08774472074109,6.82753998341318,0,0,0,0,7.47086758390503,7.86248461936711,7.47086758390503,4.45742945434734,6.88209884627445,6.14739545876557,4.07192314705385,0,7.56188201671921,0,0,4.15643534403811,5.24578019849488,0,5.94344164438331,0,6.08261153787446,7.01761915981275,6.93886375613897,9.23423130639522,4.2343614714951,5.34108555911887,7.1916631441425,4.60581494922805,7.17727442317841,5.17027717270547,7.4883947984131,11.6665465632389,8.60074723824918,7.83896993861798,5.41282639613274,0,5.08860487264248,5.72706621824009,5.36557548140413,7.25822875938194,6.63431866587309,0,5.18003272367043,4.18309085122386,0,7.69675773270955,0,6.06673835669632,5.42809326990975,0,0
"EF.79.1",0,3.34155786494951,0,5.32515446831627,6.62995184824845,7.20453810343185,0,6.1603649270702,0,0,0,5.75324842395062,5.65395241392707,8.96832593976638,0,3.58619544756644,5.69169184966954,4.72667799960555,0,0,0,12.3372735772581,4.72667799960555,8.51110485167658,7.59591817174068,0,5.5798464031343,0,4.80670910650508,7.35868863665249,5.00385539536732,7.41217728048671,6.01062109751698,3.15978598983142,6.75072061517693,0,0,0,0,3.78265621132598,0,3.58619544756644,0,0,9.10567046479724,0,0,0,8.55282262343976,4.34192306252431,10.1960651950054,9.17169881939077,6.67251132041063,0,0,9.27004210483377,8.9576822007727,0,5.92221130369759,5.68638691892515,0,4.21135341010511,0,3.66945924032155,7.06063023282009,3.66945924032155,0,11.6119956236323,0,0,0,0,7.18333591968065,7.45208974260675,0,0,5.67569187868241,0,0,2.07525324981482,7.42441271839293,8.73418527510769,0,5.78266173441738,0,0,4.59317061219575,0,4.69851166775911,6.44389740741538,8.32467263570935,7.97503431573746,5.75821111382913,6.52067334840009,0,6.66254118020484,6.43638802375422,3.15978598983142,6.18973056761269,11.2994646942701,7.4539079236804,7.37552904104296,0,4.1390669485595,0,5.41976636049883,5.20355386002829,6.36073308181822,6.0520578089385,0,4.72667799960555,5.0450947870815,0,8.08861336950256,0,7.97934002692791,0,3.851582331386,0
"EF.3.2",0,4.58005476300691,5.14276909237534,5.37847859937077,0,8.59332513993871,6.12987812965062,4.62353111695151,5.8037341354076,0,0,0,0,0,0,5.93808004421439,4.68539530132238,0,0,0,0,10.8624655432828,5.20413409745141,8.37168649896197,0,5.28417234043498,5.9606795689352,0,5.86089156635797,8.17939057617807,3.54670674097124,7.94724556121235,11.0589711501184,3.81829214425643,0,0,6.75722474819348,0,0,0,0,4.43698875678572,0,4.62353111695151,12.2997505284286,0,0,4.60202914808708,6.07659729569122,5.72912473608322,7.36906802772906,6.39006103004867,9.22647498743248,0,0,9.17349696297712,7.89373162759443,4.78069069954339,5.81672109804061,5.93234945003197,0,0,4.43698875678572,7.60847194865212,7.37451762821883,5.56079364906062,7.47278777945824,4.53460239668097,0,0,0,0,7.67703458840445,8.03941599977201,7.16184912331996,3.76955140607843,6.77222498948673,5.09081309009048,6.68949072611936,0,6.81115924922386,0,0,0,5.55242564875603,0,6.5904001626394,0,6.80397360713669,6.89797152701802,6.47707195717358,9.25215520248649,0,8.13910003844246,8.23435270100236,4.68539530132238,6.89578095005284,1.89476506418872,7.23631709150493,10.0865450243797,8.60926173121624,7.24253794500644,4.83379343121752,4.58005476300691,3.3394943128194,4.23923093884238,4.62353111695151,7.1136470824251,6.64540659560693,0,5.38842851088625,4.64458055193695,0,7.77270976104963,4.88421821186979,5.770509113148,6.51949248059233,7.79971409286718,3.76955140607843
"EF.7.2",0,5.17525995665267,5.26420223160983,0,0,0,6.37687538590811,4.0533867294758,5.78348519090653,0,0,0,0,0,0,8.43018906476692,4.24744573972936,0,8.19110489664527,0,0,12.1865782635415,0,9.20617033629217,0,4.87982150395844,8.06301251351401,0,6.91119708273857,8.88339695304149,0,9.5999353503,6.65577653448038,3.28722658492487,4.72829204516693,0,0,7.98421041723121,5.80229417266392,4.24744573972936,0,4.9550368612564,0,4.76400473849419,12.3415657843159,0,0,4.96942418976539,6.15460719731094,5.85078767950724,8.05586266337215,7.79075498292776,9.71318941994785,7.50872596661177,0,9.15751437849204,8.71247299275201,5.53308067183892,5.89703796523674,6.61803633652093,0,0,5.39373017557704,8.55922403586637,8.489836770574,5.77074640969109,8.51364244471201,5.50002087836944,0,0,0,0,8.51734996672008,8.85798409348307,6.58735063859409,4.65279723469861,7.74552990123011,0,5.39373017557704,0,7.16501253823088,0,0,3.61198161518755,6.08686186295504,0,5.20954691082553,0,7.81262296219096,7.82173275370944,7.3607569216783,8.63878130127194,4.21760535604366,6.52300121786279,5.61124318183932,5.38434082641602,7.91004855672703,0,7.99950973894707,10.1375846081711,8.55051111027768,8.29697808633191,5.19824803793643,6.14583529111712,5.58842912878553,6.41461550360041,4.59218433101809,8.11905486511263,7.35813912127483,0,5.4030321869691,4.40990792433756,5.85078767950724,8.74279348815575,0,0,0,8.36866678321909,0
"EP.11.2",0,2.51417247979657,4.35359339230542,5.94159540506507,6.77730004310018,6.63204562447819,2.79899554923848,5.83981426978423,6.21301406420566,0,0,4.77635584764514,0,7.49462703296091,0,7.30063367419264,4.89028563699108,4.52262227341759,6.99997681866556,0,0,11.4397477727954,0,8.50156276367716,0,0,6.07243341642908,0,5.55213878130063,7.05089682859485,4.56609756167701,9.79925750751623,5.13471711143498,2.51417247979657,4.50015483915891,0,0,4.21256869674982,0,4.2713848561907,0,4.08342160928051,0,4.15007753957373,12.0250831709566,0,0,3.54988081252552,7.68657211526098,3.76090556173668,8.76750140701236,7.77287898512787,10.1520420581372,7.19894973616013,0,9.40227134149557,7.16631284451364,4.24240895305966,5.80344726462859,5.7462899529455,0,0,4.50015483915891,7.50930825894506,6.86217217923947,0,7.38660853073506,7.52045663982588,0,0,0,0,7.03120060881316,7.33190743937336,4.90555140890289,3.93509968228886,6.47158643210724,5.80344726462859,0,0,7.12930142526717,0,0,2.79899554923848,5.76570765015813,0,6.33261608295864,0,6.83394018317503,6.3068321329784,5.26974518823217,8.94000535581555,4.40487056325331,5.35059333269486,0,4.45364685140088,6.65073769380483,6.34705667713318,6.84271214906302,6.53592686001362,8.43674712493452,7.06847194750614,0,4.75896661809576,4.66717388593634,5.6574964379038,4.64775929789059,6.92844888131964,5.95759552901366,0,5.01995054434062,0,5.90323508836733,7.21261735974665,0,0,0,7.62659285190091,3.71217083090355
"BF.2.2",0,3.66061925442717,0,5.43713730243392,5.11961906809741,9.32533072765268,4.99041787538594,5.10946742972911,0,7.33129326624502,0,6.62702382518178,4.21356180539289,8.4202719029511,0,6.16991474906513,7.30665598356599,0,0,0,0,12.2345170066481,7.35209312294288,9.00478520897916,0,0,5.14946995983958,0,6.29901840128122,8.66361218597846,4.53191244857159,7.18247510035908,8.11177407304639,6.59750987125754,6.08129676115253,8.05387003638753,0,6.77444002506671,0,0,4.60210154184771,3.85711451669696,0,0,12.0806016767214,6.32658505006612,3.95881501265346,10.875804904615,7.84565218703498,2.92524140993792,8.90903916228174,8.15443926713337,8.94382332546348,0,0,9.14583649884241,9.81886922735343,3.56977933162702,0,4.9312348193746,0,7.13784832671827,5.26068887998941,6.5033514873916,6.64914854554617,5.67196979521658,5.58072349453812,11.0080694803421,0,0,0,0,6.91805521084936,7.52570938990781,6.71887032740092,4.08009738647484,5.99674033524426,4.21356180539289,0,0,8.04956432522443,7.60364812007859,5.75022027634729,4.35327038729887,5.06779790326369,5.66027403585526,5.24299027412175,0,5.32027794904773,6.46988648649242,8.72420246430116,9.02694905432748,9.47913711198308,8.07512481717123,0,7.86529917864843,0,3.92604986901043,6.99216304804266,10.3166283322647,8.64624092716971,7.80309258609432,4.16229214814035,0,0,6.27703964649025,6.19779088144908,6.34751243901162,5.61207316066581,0,6.0298008018711,0,4.63543147308002,7.44907621194893,0,8.48966181027695,0,5.9135425113334,4.94335493225154
"BF.7.2",0,4.69333859272194,4.3056712705272,6.92365407547893,7.03093195018411,7.47694269138037,4.6753231632037,7.04633000663426,0,0,0,7.0446307733792,5.74931757399972,8.09742400045765,0,5.65152202208019,6.71763798293144,5.95617680250989,8.15787404564675,0,0,11.728035937555,6.24385594077018,9.6548498584681,0,0,0,5.67855004528872,5.83269762461411,8.30272380399072,5.1787943229333,7.4096041261874,9.45512339966648,0,7.26641258163843,0,0,5.57319227072399,0,0,6.34122943710562,5.25289792135311,6.7432504855603,0,12.1500290583738,7.13249200669776,0,4.452228490499,9.28548443904024,5.44704512610895,8.37900436947489,8.5265437599011,9.54640047378565,0,5.66512734296757,9.29484712874543,9.3073138973592,0,6.92748549038493,6.75694929255939,4.06939248096699,6.01976710437967,0,6.6840617888388,7.96770055174294,0,5.35927307766386,10.8075688476629,0,0,0,6.36499951238524,8.25774464451318,8.95341639078368,7.4955326081522,3.61306963211484,7.37598754085017,5.03739304687836,0,0,7.69699083565122,7.42017379992056,6.49095126199272,5.3026568371595,5.72415953790354,0,7.53899464249663,0,6.01024333646849,7.31947537745965,8.62262643170721,9.85466770321243,9.24788325377225,9.5403902524826,0,6.32039548237602,7.78996311827099,6.71763798293144,6.98326192640172,11.5295907525258,6.61593984669714,8.04127747823923,4.74551603782174,5.63772904500966,2.46688784363687,6.67917181893115,7.52541741831188,6.45786569479434,7.30908568285547,0,4.22346570740373,5.42151279653437,0,8.77682724459516,0,7.99961814733479,0,4.27901299394422,3.37711987212496
